Filtered Traffic Details:
========================================
Time: 2024-12-13 03:47:45.945979, Protocol: TCP, Length: 54, Source: 150.171.73.254, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.920189, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.922270, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.924300, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.924821, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.925925, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.927103, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.928669, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.930201, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.931195, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.932195, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.933747, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.934597, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.935765, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.937505, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.938922, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.938999, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.940847, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.942338, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.944605, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.944953, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.944953, Protocol: TCP, Length: 58, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.946319, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.948482, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.949959, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.950624, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.951570, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.953055, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.954562, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.956045, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.957715, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.959244, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.963663, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.965194, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.967204, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.969353, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.970947, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.972011, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.975292, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.979979, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.984163, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.986621, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.986912, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.990807, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.994590, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:56.996455, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:56.999526, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.000617, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.002998, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.003072, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.005466, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.007579, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.010988, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.013483, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.016550, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.019408, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.019412, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.023067, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.025267, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.025325, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.028039, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.031764, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.033612, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.033823, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.035454, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.037279, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.039761, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.041506, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.042014, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.043190, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.045203, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.049890, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.053268, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.057076, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.062083, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.065795, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.066123, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.068302, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.069543, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.070525, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.073386, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.075958, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.079674, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.081206, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.083342, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.085391, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.086474, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.086919, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.088918, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.091154, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.091435, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.091840, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.093197, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.095160, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.095614, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.097393, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.098975, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.099700, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.100795, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.104596, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.107651, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.112693, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.114994, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.116006, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.118150, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.121213, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.123526, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.124495, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.127318, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.129827, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.132128, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.134384, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.137005, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.138774, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.139416, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.141036, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.144732, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.149131, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.153028, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.155528, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.157552, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.158519, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.160244, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.162916, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.165011, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.165676, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.167331, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.168614, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.169787, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.172719, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.174432, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.176049, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.176574, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.178029, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.179646, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.181765, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.184084, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.185643, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.186759, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.187705, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.189714, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.190558, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.191187, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.192205, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.192731, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.194871, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.196440, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.198526, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.198711, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.200409, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.200601, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.202685, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.203435, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.204941, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.205909, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.206505, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.208072, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.210195, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.210337, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.212049, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.212585, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.214413, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.216733, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.217558, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.218221, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.219052, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.219706, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.221776, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.223539, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.224399, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.225045, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.226719, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.228357, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.229973, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.232061, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.233542, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.234407, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.235021, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.236576, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.238189, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.240205, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.242522, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.242572, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.244926, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.245857, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.246553, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.248180, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.249772, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.251890, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.253895, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.255423, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.256274, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.257412, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.258962, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.260980, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.261502, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.263001, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.263959, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.265319, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.266726, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.267662, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.268705, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.270193, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.271400, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.271839, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.273832, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.275389, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.276948, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.277207, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.279048, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.280563, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.281693, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.284830, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.292014, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.295205, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.297493, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.299595, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.301685, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.303659, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.305604, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.307251, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.308971, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.311480, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.313243, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.314965, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.315899, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.316653, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.318628, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.320668, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.322246, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.323547, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.324247, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.325757, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.326894, Protocol: None, Length: 52, Source: 192.168.50.1, Destination: 192.168.50.190
Time: 2024-12-13 03:47:57.329958, Protocol: UDP, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.332999, Protocol: TCP, Length: 54, Source: 192.168.50.190, Destination: 192.168.50.1
Time: 2024-12-13 03:47:57.337473, Protocol: None, Length: 42, Source: 192.168.50.190, Destination: 192.168.50.1
